Type,Function,Digit,Time(ns)
randomdigit,fpconv,7,138.900000
randomdigit,fpconv,8,141.300000
randomdigit,fpconv,9,143.300000
randomdigit,fpconv,10,144.200000
randomdigit,fpconv,11,145.600000
randomdigit,fpconv,12,147.500000
randomdigit,fpconv,13,149.100000
randomdigit,fpconv,14,153.200000
randomdigit,fpconv,15,152.700000
randomdigit,fpconv,16,154.400000
randomdigit,fpconv,17,159.400000
randomdigit,grisu2,1,94.500000
randomdigit,grisu2,2,106.600000
randomdigit,grisu2,3,104.900000
randomdigit,grisu2,4,105.700000
randomdigit,grisu2,5,107.400000
randomdigit,grisu2,6,109.500000
randomdigit,grisu2,7,112.000000
randomdigit,grisu2,8,114.600000
randomdigit,grisu2,9,116.800000
randomdigit,grisu2,10,119.900000
randomdigit,grisu2,11,121.800000
randomdigit,grisu2,12,123.600000
randomdigit,grisu2,13,125.700000
randomdigit,grisu2,14,127.300000
randomdigit,grisu2,15,129.800000
randomdigit,grisu2,16,131.800000
randomdigit,grisu2,17,136.600000
randomdigit,milo,1,37.600000
randomdigit,milo,2,45.200000
randomdigit,milo,3,50.600000
randomdigit,milo,4,49.700000
randomdigit,milo,5,53.500000
randomdigit,milo,6,54.000000
randomdigit,milo,7,55.300000
randomdigit,milo,8,56.600000
randomdigit,milo,9,57.300000
randomdigit,milo,10,58.300000
randomdigit,milo,11,59.500000
randomdigit,milo,12,60.300000
randomdigit,milo,13,60.700000
randomdigit,milo,14,61.300000
randomdigit,milo,15,61.900000
randomdigit,milo,16,63.000000
randomdigit,milo,17,67.500000
randomdigit,ryu,1,59.600000
randomdigit,ryu,2,59.900000
randomdigit,ryu,3,57.300000
randomdigit,ryu,4,54.900000
randomdigit,ryu,5,53.800000
randomdigit,ryu,6,52.800000
randomdigit,ryu,7,50.900000
randomdigit,ryu,8,48.900000
randomdigit,ryu,9,46.900000
randomdigit,ryu,10,47.000000
randomdigit,ryu,11,43.800000
randomdigit,ryu,12,41.100000
randomdigit,ryu,13,39.700000
randomdigit,ryu,14,37.300000
randomdigit,ryu,15,35.600000
randomdigit,ryu,16,33.900000
randomdigit,ryu,17,33.700000
randomdigit,sprintf,1,679.300000
randomdigit,sprintf,2,690.700000
randomdigit,sprintf,3,696.700000
randomdigit,sprintf,4,704.400000
randomdigit,sprintf,5,709.100000
randomdigit,sprintf,6,723.200000
randomdigit,sprintf,7,738.900000
randomdigit,sprintf,8,741.500000
randomdigit,sprintf,9,750.600000
randomdigit,sprintf,10,755.400000
randomdigit,sprintf,11,773.000000
randomdigit,sprintf,12,773.400000
randomdigit,sprintf,13,785.200000
randomdigit,sprintf,14,790.800000
randomdigit,sprintf,15,800.600000
randomdigit,sprintf,16,779.500000
randomdigit,sprintf,17,791.600000
