Type,Function,Digit,Time(ns)
randomdigit,milo,10,61.800000
randomdigit,milo,11,63.200000
randomdigit,milo,12,63.600000
randomdigit,milo,13,64.500000
randomdigit,milo,14,65.300000
randomdigit,milo,15,66.000000
randomdigit,milo,16,67.900000
randomdigit,milo,17,71.800000
randomdigit,null,1,1.200000
randomdigit,null,2,1.200000
randomdigit,null,3,1.200000
randomdigit,null,4,1.200000
randomdigit,null,5,1.200000
randomdigit,null,6,1.200000
randomdigit,null,7,1.200000
randomdigit,null,8,1.200000
randomdigit,null,9,1.200000
randomdigit,null,10,1.200000
randomdigit,null,11,1.200000
randomdigit,null,12,1.200000
randomdigit,null,13,1.200000
randomdigit,null,14,1.200000
randomdigit,null,15,1.200000
randomdigit,null,16,1.200000
randomdigit,null,17,1.200000
randomdigit,ostringstream,1,1110.900000
randomdigit,ostringstream,2,1125.300000
randomdigit,ostringstream,3,1141.900000
randomdigit,ostringstream,4,1140.600000
randomdigit,ostringstream,5,1139.900000
randomdigit,ostringstream,6,1162.600000
randomdigit,ostringstream,7,1174.600000
randomdigit,ostringstream,8,1174.500000
randomdigit,ostringstream,9,1199.900000
randomdigit,ostringstream,10,1210.800000
randomdigit,ostringstream,11,1232.300000
randomdigit,ostringstream,12,1232.500000
randomdigit,ostringstream,13,1264.800000
randomdigit,ostringstream,14,1259.000000
randomdigit,ostringstream,15,1267.800000
randomdigit,ostringstream,16,1233.100000
randomdigit,ostringstream,17,1256.500000
randomdigit,ostrstream,1,1058.400000
randomdigit,ostrstream,2,1069.700000
randomdigit,ostrstream,3,1086.900000
randomdigit,ostrstream,4,1097.000000
randomdigit,ostrstream,5,1087.500000
randomdigit,ostrstream,6,1115.400000
randomdigit,ostrstream,7,1124.700000
randomdigit,ostrstream,8,1122.800000
randomdigit,ostrstream,9,1138.000000
randomdigit,ostrstream,10,1154.200000
randomdigit,ostrstream,11,1152.900000
randomdigit,ostrstream,12,1159.600000
randomdigit,ostrstream,13,1174.600000
randomdigit,ostrstream,14,1179.600000
randomdigit,ostrstream,15,1187.400000
randomdigit,ostrstream,16,1166.600000
randomdigit,ostrstream,17,1175.200000
randomdigit,ryu,1,61.700000
randomdigit,ryu,2,65.700000
randomdigit,ryu,3,59.900000
randomdigit,ryu,4,57.800000
randomdigit,ryu,5,56.400000
randomdigit,ryu,6,54.800000
randomdigit,ryu,7,52.700000
randomdigit,ryu,8,51.100000
randomdigit,ryu,9,49.300000
randomdigit,ryu,10,49.400000
randomdigit,ryu,11,45.800000
randomdigit,ryu,12,42.600000
randomdigit,ryu,13,41.400000
randomdigit,ryu,14,39.000000
randomdigit,ryu,15,36.900000
randomdigit,ryu,16,35.300000
randomdigit,ryu,17,35.600000
randomdigit,sprintf,1,700.100000
randomdigit,sprintf,2,710.700000
randomdigit,sprintf,3,718.800000
randomdigit,sprintf,4,733.400000
randomdigit,sprintf,5,726.400000
randomdigit,sprintf,6,748.100000
randomdigit,sprintf,7,770.200000
randomdigit,sprintf,8,770.700000
randomdigit,sprintf,9,770.900000
randomdigit,sprintf,10,782.900000
randomdigit,sprintf,11,796.800000
randomdigit,sprintf,12,799.400000
randomdigit,sprintf,13,815.000000
randomdigit,sprintf,14,823.400000
randomdigit,sprintf,15,827.700000
randomdigit,sprintf,16,806.900000
randomdigit,sprintf,17,818.400000
randomdigit,stb,1,198.600000
randomdigit,stb,2,189.100000
randomdigit,stb,3,190.100000
randomdigit,stb,4,189.600000
randomdigit,stb,5,189.100000
randomdigit,stb,6,190.900000
randomdigit,stb,7,190.300000
randomdigit,stb,8,190.400000
randomdigit,stb,9,192.500000
randomdigit,stb,10,190.000000
randomdigit,stb,11,188.800000
randomdigit,stb,12,191.500000
randomdigit,stb,13,191.300000
randomdigit,stb,14,191.000000
randomdigit,stb,15,196.500000
randomdigit,stb,16,189.600000
randomdigit,stb,17,188.800000
